,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,num_venues,venue_senti,num_stations
1140,NAKHLAT JUMEIRA,25.109267000000003,55.145799,1650000,2000,825.0,3,4,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,99,8.488888888888889,0
1141,MARSA DUBAI,25.086575,55.147768000000006,1975000,1386,1424.96,2,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1142,MARSA DUBAI,25.086575,55.147768000000006,1900000,1386,1370.85,2,3,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,100,8.448,0
1143,AL BARSHA SOUTH FOURTH,25.04866,55.20955,759502,956,794.46,2,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1144,AL BARSHA SOUTH FOURTH,25.046296,55.200783,661205,671,985.4,1,2,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1145,AL BARSHA SOUTH FOURTH,25.046296,55.200783,965789,1313,735.56,2,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1146,AL BARSHA SOUTH FOURTH,25.051528,55.212972,630503,751,839.55,1,2,3,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1147,AL BARSHA SOUTH FOURTH,25.051528,55.212972,990598,1425,695.16,2,3,3,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1148,BURJ KHALIFA,25.195236,55.268641,4365888,1709,2554.64,3,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,100,8.701,1
1149,NADD AL SHIBA FIRST,25.145181,55.288017,1250000,1535,814.33,2,2,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,11,8.754545454545454,0
1150,NAKHLAT JUMEIRA,25.116492,55.141387,3499999,2281,1534.41,3,4,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,99,8.488888888888889,0
1151,BURJ KHALIFA,25.195098,55.277077,1750000,1024,1708.98,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100,8.701,1
1152,BURJ KHALIFA,25.193542,55.277061,1900000,1442,1317.61,1,2,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
1153,MARSA DUBAI,25.078967,55.142559,1800000,2164,831.79,3,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.448,0
1154,BURJ KHALIFA,25.197316,55.274196,3000000,2056,1459.14,2,4,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,100,8.701,1
1155,BURJ KHALIFA,25.194935,55.282665,2199950,1510,1456.92,2,3,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
1156,AL BARSHA SOUTH FOURTH,25.04866,55.20955,620504,820,756.71,1,2,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1157,AL BARSHA SOUTH FOURTH,25.04866,55.20955,759503,978,776.59,2,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1158,AL BARSHA SOUTH FOURTH,25.046296,55.200783,954503,1314,726.41,2,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1159,AL BARSHA SOUTH FOURTH,25.051528,55.212972,630504,718,878.14,1,2,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1160,AL BARSHA SOUTH FOURTH,25.051528,55.212972,950504,1415,671.73,2,3,3,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1161,BURJ KHALIFA,25.187093,55.278912,1650000,1455,1134.02,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
1162,AL BARSHA SOUTH FOURTH,25.048095,55.206373,610000,746,817.69,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1163,AL BARSHA SOUTH FOURTH,25.04866,55.20955,929999,1093,850.87,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1164,AL BARSHA SOUTH FOURTH,25.04866,55.20955,626999,950,660.0,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1165,BURJ KHALIFA,25.198796,55.271342,1900000,1400,1357.14,2,3,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100,8.701,1
1166,AL BARSHA SOUTH FOURTH,25.048095,55.206373,1250000,2490,502.01,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1167,AL BARSHA SOUTH FOURTH,25.050227,55.21335,440500,520,847.12,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1168,AL BARSHA SOUTH FOURTH,25.04866,55.20955,620503,835,743.12,1,2,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1169,AL BARSHA SOUTH FOURTH,25.04866,55.20955,1190502,1492,797.92,3,4,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1170,MARSA DUBAI,25.069259,55.12856899999999,850000,592,1435.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1171,AL BARSHA SOUTH FOURTH,25.046296,55.200783,661615,692,956.09,1,2,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,4,8.275,0
1172,AL BARSHA SOUTH FOURTH,25.046296,55.200783,954366,1316,725.2,2,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1173,MARSA DUBAI,25.073185,55.138325,895000,982,911.41,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1174,BUSINESS BAY,25.187004,55.283015,766000,468,1636.75,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,8.518604651162791,1
1175,AL BARSHA SOUTH FOURTH,25.04866,55.20955,619502,851,727.97,1,2,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,8.275,0
1176,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.107984,55.244923,2750000,2195,1252.85,3,2,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,8.200000000000001,0
1177,AL HEBIAH THIRD,25.020437,55.244958,1200000,1085,1105.99,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1,0
1178,AL THANYAH THIRD,25.091939,55.173463,440000,440,1000.0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,7.825,1
1179,AL BARSHA SOUTH FOURTH,25.064662,55.214103,2050906,3688,556.1,4,5,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,4,8.275,0
1180,MARSA DUBAI,25.0967,55.139276,1400000,750,1866.67,1,2,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,8.448,0
1181,MARSA DUBAI,25.0967,55.139276,2450000,1200,2041.67,2,3,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,8.448,0
1182,MARSA DUBAI,25.09938,55.141275,1175000,745,1577.18,1,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100,8.448,0
1183,AL THANYAH THIRD,25.077955,55.159380000000006,1500000,1282,1170.05,2,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,28,7.825,1
1184,WARSAN FIRST,25.167982,55.398989,731000,933,783.49,2,2,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,46,7.639130434782608,0
1185,MARSA DUBAI,25.087251,55.145574,1500000,968,1549.59,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1186,NAKHLAT JUMEIRA,25.104115,55.14847,2500000,1223,2044.15,1,2,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,99,8.488888888888889,0
1187,AL THANYAH FIFTH,25.067476,55.138353,700000,829,844.39,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,51,8.21764705882353,2
1188,MARSA DUBAI,25.082647,55.135003000000005,1200000,638,1880.88,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100,8.448,0
1189,NAKHLAT JUMEIRA,25.113208,55.138932,14560000,3234,4502.16,3,4,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
1190,MARSA DUBAI,25.08333,55.144753,2150000,1006,2137.18,2,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,8.448,0
1191,BURJ KHALIFA,25.191719,55.270677,3100000,1995,1553.88,3,5,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.701,1
1192,MARSA DUBAI,25.083121,55.141064,1390000,1775,783.1,3,3,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,8.448,0
1193,MARSA DUBAI,25.082397,55.14066,1350000,1882,717.32,3,4,2,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,100,8.448,0
1194,MARSA DUBAI,25.074958,55.138542,1900000,1067,1780.69,2,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,8.448,0
1195,MARSA DUBAI,25.078613,55.138122,1130000,1226,921.7,2,2,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,100,8.448,0
1199,AL BARSHA SOUTH FOURTH,25.051384,55.2121,599900,829,723.64,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.275,0
1200,MARSA DUBAI,25.090136,55.150381,2100000,1663,1262.78,2,3,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,8.448,0
1201,AL HEBIAH FIRST,25.044961,55.243608,1300000,1932,672.88,3,4,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,31,7.958064516129032,0
1202,BURJ KHALIFA,25.197316,55.274196,2249888,1103,2039.79,1,2,2,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,100,8.701,1
1203,BURJ KHALIFA,25.197316,55.274196,3999888,1639,2440.44,2,3,2,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,100,8.701,1
1204,MADINAT AL MATAAR,24.934402,55.223732,290000,437,663.62,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,6.888888888888889,1
1205,MARSA DUBAI,25.068933,55.128814,1000000,725,1379.31,1,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,100,8.448,0
1206,MADINAT AL MATAAR,24.934402,55.223732,550000,882,623.58,1,2,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,6.888888888888889,1
1207,MADINAT AL MATAAR,24.946417,55.211718000000005,400000,516,775.19,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,12,6.888888888888889,1
1209,JUMEIRA FIRST,25.215192,55.235827,5500000,1521,3616.04,1,2,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,97,8.430927835051547,0
1210,BURJ KHALIFA,25.201204,55.270189,2400000,1049,2287.89,1,2,2,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,100,8.701,1
1211,BUSINESS BAY,25.187683,55.2699,748888,427,1753.84,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,43,8.518604651162791,1
1212,AL WASL,25.202965,55.260897,1400000,943,1484.62,1,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,45,8.72888888888889,0
1213,MARSA DUBAI,25.081243,55.14512,2200000,2314,950.73,3,4,2,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,100,8.448,0
1214,MARSA DUBAI,25.078367,55.14041,1650000,1793,920.25,2,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,100,8.448,0
1215,JABAL ALI FIRST,25.022618,55.14935,725000,950,763.16,2,3,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,49,7.887755102040816,2
1216,AL HEBIAH FIRST,25.045501,55.246843000000005,900000,1845,487.8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7.958064516129032,0
1217,MARSA DUBAI,25.087751,55.147627,950000,1198,792.99,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1218,AL THANYAH THIRD,25.086886,55.173227,2000000,1680,1190.48,3,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,28,7.825,1
1219,AL KHEERAN FIRST,25.209767000000003,55.345908,1600000,1162,1376.94,2,3,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,8.6,0
1220,AL KHEERAN FIRST,25.20863,55.345967,1971905,1441,1368.43,3,3,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8.6,0
1221,AL BARSHA SOUTH FOURTH,25.058746,55.209389,1600000,2512,636.94,2,3,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,8.275,0
1222,BUSINESS BAY,25.185311,55.285778,1299999,896,1450.89,1,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,8.518604651162791,1
1223,BURJ KHALIFA,25.190044,55.277388,1525000,934,1632.76,1,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,100,8.701,1
1224,BUSINESS BAY,25.185772,55.2861,2800000,2370,1181.43,3,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1225,AL THANYAH THIRD,25.095723,55.169499,1095000,1295,845.56,2,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,28,7.825,1
1226,BUSINESS BAY,25.183515,55.26667,720000,584,1232.88,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1227,AL THANYAH THIRD,25.088903,55.171065000000006,1300000,850,1529.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
1228,BURJ KHALIFA,25.197316,55.274196,2700000,2056,1313.23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
1229,MARSA DUBAI,25.078491,55.140297,3500000,3562,982.59,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1230,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.109367,55.247980000000005,1280000,1200,1066.67,2,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,3,8.200000000000001,0
1231,AL THANYAH THIRD,25.090953,55.16954200000001,1600000,1408,1136.36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
1232,AL BARSHA SOUTH FOURTH,25.049301,55.198896,725000,814,890.66,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.275,0
1233,AL THANYAH FIFTH,25.067019,55.139829000000006,1305000,1338,975.34,2,3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,51,8.21764705882353,2
1234,MARSA DUBAI,25.086726,55.145205,1675000,1376,1217.3,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1235,MARSA DUBAI,25.080327,55.13821899999999,1400000,1402,998.57,2,3,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1236,BURJ KHALIFA,25.198316,55.270758,1550000,844,1836.49,1,2,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1237,AL BARSHA FIRST,25.07001,55.245729,493314,418,1180.18,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98,8.356122448979592,2
1238,BURJ KHALIFA,25.193542,55.277061,2100000,1433,1465.46,2,3,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.701,1
1239,BURJ KHALIFA,25.187622,55.278947,1750000,1635,1070.34,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
1240,NAKHLAT JUMEIRA,25.132519,55.151574,1875000,1008,1860.12,1,2,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,99,8.488888888888889,0
1241,AL THANYAH FIRST,25.096869,55.175364,400000,296,1351.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7.555555555555555,1
1242,AL THANYAH FIFTH,25.079501,55.151503000000005,1350000,1650,818.18,2,3,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,51,8.21764705882353,2
1243,MARSA DUBAI,25.06873,55.128758,795000,592,1342.91,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.448,0
1244,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.109367,55.247980000000005,1450000,1362,1064.61,2,3,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,8.200000000000001,0
1245,MARSA DUBAI,25.090418,55.14874,1150000,1300,884.62,2,3,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,100,8.448,0
1246,AL THANYAH THIRD,25.088533,55.171838,849000,755,1124.5,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,28,7.825,1
1247,AL BARSHA SOUTH FOURTH,25.048292,55.207037,555000,680,816.18,1,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8.275,0
1248,BURJ KHALIFA,25.198316,55.270758,2400000,1453,1651.75,2,3,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1249,BURJ KHALIFA,25.195039,55.26942,8924888,4535,1968.0,4,5,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,100,8.701,1
1250,BURJ KHALIFA,25.198796,55.271342,4100000,1790,2290.5,3,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1251,MARSA DUBAI,25.07715,55.135515000000005,1550000,1374,1128.09,2,3,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,100,8.448,0
1252,BURJ KHALIFA,25.191719,55.270677,2000000,1443,1386.0,2,3,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1253,TRADE CENTER SECOND,25.226577,55.289442,1750000,1744,1003.44,2,3,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,25,8.232,1
1254,TRADE CENTER SECOND,25.226577,55.289442,2750000,2939,935.69,3,4,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,8.232,1
1255,TRADE CENTER SECOND,25.226577,55.289442,1300000,1453,894.7,1,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.232,1
1256,TRADE CENTER SECOND,25.226577,55.289442,4150000,3466,1197.35,4,5,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,8.232,1
1257,TRADE CENTER SECOND,25.226577,55.289442,1250000,1249,1000.8,2,2,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,8.232,1
1258,BURJ KHALIFA,25.198316,55.270758,3650000,1435,2543.55,2,2,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,100,8.701,1
1259,BURJ KHALIFA,25.201424,55.27079200000001,9900000,2562,3864.17,4,5,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,100,8.701,1
1260,BURJ KHALIFA,25.189236,55.276133,2425000,1966,1233.47,3,4,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1261,BURJ KHALIFA,25.190874,55.281666,1299000,1300,999.23,2,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1262,TRADE CENTER SECOND,25.226577,55.289442,5499999,4155,1323.71,4,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,8.232,1
1263,AL THANYAH THIRD,25.090953,55.16954200000001,1390000,1329,1045.9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
1264,AL BARSHA FIRST,25.069327,55.245051,620000,764,811.52,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,98,8.356122448979592,2
1265,AL BARSHA SOUTH FOURTH,25.06727,55.211204,1290000,1993,647.27,3,4,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8.275,0
1266,AL THANYAH THIRD,25.088533,55.171838,880000,751,1171.77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
1267,BUSINESS BAY,25.184351,55.275543000000006,780000,401,1945.14,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,43,8.518604651162791,1
1268,MARSA DUBAI,25.0967,55.139276,1410888,746,1891.27,1,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,100,8.448,0
1269,BURJ KHALIFA,25.195236,55.268641,3500000,1485,2356.9,3,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
